class,name,author,number,mark,publish_time,extract
历史,大明王朝1566（全集）,刘和平,3.8万人点评,91.50%,2016年7月,热剧《大明王朝1566》原著小说 豆瓣9.5分高评好剧《大明王朝1566》同名小说，台湾朝野必读，新加坡内阁政治参考书。此书为《雍正王朝》编剧、《北平无战事》作者刘和平成名之作。全书以扳倒大老虎严嵩为线索，讲述大明王朝一场盘根错节、惊心动魄的反腐大戏。揭开中国历史上最另类的皇帝嘉靖数十年不上朝的执政之谜；揭示中国历史上清官海瑞以“智忠”代“愚忠”的为官之道；揭露清修明史列为奸臣之最首辅严嵩权极而衰的真相；揭破明朝特殊的政治机构宦官集团最深层的秘密。时隔十年，该剧于2017年2月13日在优酷上线重播。
历史,史记（公版）,司马迁,995人点评,91.50%,2018年4月,《史记》是西汉史学家司马迁撰写的纪传体史书，是中国历史上第一部纪传体通史，记载了上至上古传说中的黄帝时代，下至汉武帝太初四年间共3000多年的历史。
文学,红楼梦（全集）,曹雪芹,3968人点评,91.50%,2017年4月,少年梦中读梦；中年人中读梦；晚年梦外读梦 一部适合当今读者阅读的“原貌红楼梦”。不用再读那么多版本，就能体验阅读《红楼梦》的乐趣。本版正文的编校历时三年，前80回据脂本全新精校，以程高本后四十回补足全文。吸纳近几十年来重要的红学研究成果，参考了几个有代表性的当代校本，博采众长的同时，也作了大量的勘误。在字词、文本结构、语言风格上全面恢复作者原笔文字。是《红楼梦》226年出版史上的又一次重大突破。
历史,古罗马帝国的辉煌,赵林,206人点评,91.40%,2023年7月,歌德曾说：“一个人如果看到了罗马，他就看到了一切。”作为古代世界中首屈一指的大帝国，罗马人曾将欧亚非的广大地区纳入疆域，罗马人开创的一系列政治制度、法律规范、管理模式以及公共工程等，至今仍影响着西方社会，成为现代西方文明永不衰竭的活水源头。 诸王传说、政体沿革、凯旋荣光、权力辉煌、英雄陨落，都将在这一部波澜壮阔的罗马帝国发展演变史中清晰呈现。让我们一起在历史、人文、哲学智慧中获得浸润，激荡心中的美德和恢宏理想，了解有温度的“永恒之城”罗马，了解当今的西方社会与世界格局。
哲学,哲学家们都干了些什么？ （修订版）,林欣浩,3912人点评,91.30%,2022年2月,一部严谨却不严肃的哲学史！       宇宙的外面是什么？       世界会不会是假的？       我是不是活在虚拟世界/别人的梦中？       上帝到底存在还是不存在？       这个世界有没有终极真理？       人生的意义是什么？       ……       你知道吗，你想过或者没想过的这些奇奇怪怪的问题，早在几千年前就被哲学家们一本正经地提出，挖空心思地找证据，面红耳赤地争论过了。在整个世界忙着探索、开垦、打仗、上天、发展的漫长历史中，这帮哲学家们却神经质地死磕这个世界的真相和人生的意义，就好像一个网络游戏里的角色试图琢磨自己手里武器的代码是什么…… 翻开本书，从神烦的苏格拉底开始，了解哲学家们穷其一生苦思的问题及最终答案。
文学,麦克白(中英双语珍藏版),威廉·莎士比亚,928人点评,91.30%,2018年8月,《麦克白》是莎士比亚四大悲剧之一。讲述了苏格兰国王邓肯的表弟麦克白将军，在野心的驱使下谋杀邓肯，做了国王。为掩人耳目和防止他人夺位，又一步步害死了邓肯的侍卫、班柯、贵族麦克达夫的妻子和小孩。最后在众叛亲离的情况下，面对邓肯之子和他请来的英格兰援军的围攻，落得枭首的下场。
文学,小王子,安托万·德·圣埃克苏佩里著,8.3万人点评,91.30%,2013年1月,3D动画奇幻电影《小王子》中文配音版于2015年10月16日中国上映！这是一本足以让人永葆童心的不朽经典，被全球亿万读者誉为最值得收藏的书。翻开本书，您将看到遥远星球上的小王子，与美丽而骄傲的玫瑰吵架负气出走，在各星球漫游中，小王子遇到了傲慢的国王、酒鬼、惟利是图的商人，死守教条的地理学家，最后来到地球上，试图找到治愈孤独和痛苦的良方。这时，他遇到一只奇怪的狐狸，于是奇妙而令人惊叹的事情发生了…… 《小王子》犹如透亮的镜子，照出了荒唐的成人世界。她在提醒我们，只有爱，才是最高的哲学，才是我们活下去的唯一理由。
哲学,活在此时此刻,一行禅师,2770人点评,91.20%,2018年2月,这本回忆录讲述了一行禅师的一生。每一个故事都是他真实的生活经历。他向我们展示全神贯注活在此时此刻的意义。如果你身处繁重的工作，感到焦虑或内心迷惘，无法获得平静与归宿。这本书将使你思绪清晰，安住当下，获得生命的平静和此刻的丰盛。
哲学,庄子諵譁,南怀瑾,1618人点评,91.20%,2014年5月,《庄子》一书在战国诸子百家中占有重要地位，内容博大精深，涵盖世间、出世间的重要观念法则和人生修身养心之道，是中华文化最伟大不朽的经典之一。《庄子》文章汪洋恣肆，仪态万方，但于现代人而言，不免有高深莫测、艰深难明之感。1981年秋，南怀瑾先生在台北十方书院讲解《庄子》，游乎经史子集，博征佛道乃至西方宗教学术观点，阐扬《庄子》大义，清晰明白，通俗生动，精义跌出。本书据南先生的讲解录音整理成书，定名《庄子諵譁》，按南先生的话说，“譁啦譁啦，諵諵自语罢了”。
历史,明朝那些事儿（增补版)（套装全九册),当年明月,4588人点评,91.20%,2017年5月,元末民不聊生，幼年朱元璋为生计放牛 《明朝那些事儿(增补版)(套装共9册)》包括：《明朝那些事儿（第1部）》、《明朝那些事儿（第2部）》、《明朝那些事儿（第3部）》、《明朝那些事儿（第4部）》、《明朝那些事儿（第5部）》、《明朝那些事儿（第6部）》、《明朝那些事儿（第7部）》、《明朝那些事儿（第8部）》、《明朝那些事儿（第9部）》共9册。本书主要讲述的是从1344年到1644年这三百年间关于明朝的一些事情，以史料为基础，以年代和具体人物为主线，并加入了小说的笔法，对明朝十七帝和其他王公权贵和小人物的命运进行全景展示，尤其对官场政治、战争、帝王心术着墨最多，并加入对当时政治经济制度、人伦道德的演义。
文学,莫里哀喜剧六种（译文名著文库）,莫里哀,26人点评,91.20%,2008年6月,本书为莫里哀代表剧作集，收有《太太学堂》、《逼婚》、《达尔杜弗或者骗子》、《吝啬鬼》、《贵人迷》、《司卡班的诡计》六部剧作。《太太学堂》讲述拥护夫权的阿尔诺耳弗从乡下买来一个四岁姑娘，关在修道院里十三年，按他的方针给自己制造理想太太。莫里哀的性格喜剧由此开始，近代的社会问题剧也由此发端。《达尔杜弗或者骗子》塑造了达尔杜弗这个典型的伪君子形象，讽刺了伪信士和溺信受害的上层资产阶级家庭。《吝啬鬼》淋漓尽致地表现了资产者阿尔巴贡的丑态，使其成为吝啬鬼、财迷、守财奴的代名词。其他几部剧作也创造出生动的人物形象，从不同角度反映了当时的社会形态。
文学,儒林外史（经典译林）,吴敬梓,717人点评,91.20%,2020年3月,《儒林外史》是清代吴敬梓创作的长篇小说，以写实主义描绘各类人士对于功名富贵的不同表现，代表着中国古代讽刺小说的高峰。小说白话的运用已趋纯熟自如，人物性格的刻画也颇为深入细腻，尤其是采用高超的讽刺手法，使该书成为中国古典讽刺文学的佳作。
哲学,《金刚经》说什么,南怀瑾,7882人点评,91.10%,2016年4月,本书是南怀瑾先生有关《金刚经》的讲课记录。作者依据梁代昭明太子的分法，将《金刚经》分为三十二品（相当于章），然后逐品作了讲解。每一品均以一首偈颂作总结，以阐发自己的心得。《金刚经》是初期大乘佛教的代表作之一，也是般若类佛经的纲要书，它全称《金刚般若波罗蜜经》一卷，由姚秦鸠摩罗什于弘始祥译出，问世之后，即在社会上广泛流传，篡要、注解、类颂、重演、义记、采微、集解、科释、宗通、决疑、大意、直说等注释达一百多种。
哲学,逻辑学导论（第15版）,欧文·M.柯匹 卡尔·科恩 维克多·罗迪奇,558人点评,91.10%,2022年11月,本书是当今逻辑教科书的标准范本，是清晰性与准确性的典范，它能够使学生理解、把握并应用古典三段论逻辑和更为强有力的现代符号逻辑技术。书中所选用的有关政治、哲学、科学及多领域当代论争的鲜活的论证实例，展示了许多严肃的学者和思想家在解决实际问题的过程中对逻辑原理的应用，使逻辑学习既内容充盈又富有生活气息。
历史,建筑也可以很好玩：欧洲篇，从古希腊到文艺复兴,密小斯,4821人点评,91.10%,2020年3月,本书用活泼的语言、漫画的形式，结合历史故事，使读者从整体上可以快速了解整个欧洲建筑的发展历史，包括西方建筑的老祖宗为什么在古希腊，罗马角斗场是否是帝国的维稳工具，哥特式大教堂怎么就成了黑暗化身，等等。本书适合欧洲建筑爱好者、初学者阅读，也适合喜欢建筑历史文化的大众读者阅读。
文学,白鹿原,陈忠实,10.3万人点评,91.10%,1993年6月,《白鹿原》原著 茅奖获奖佳作 同名电视剧由张嘉译、何冰、秦海璐、刘佩琪等人主演。当代文学里程碑之作，茅盾文学奖获奖作品。一部记录“民族的秘史”的长卷，一部渭河平原50年变迁的雄奇史诗，一轴中国农村斑斓多彩，触目惊心的长幅画卷。主人公白嘉轩六娶六丧，神秘的序曲预示着不祥。一个家族两代子孙，为争夺白鹿原的统治代代争斗不已，上演了一幕幕惊心动魄的活剧：巧取风水地，恶施美人计，孝子为匪，亲翁杀媳，兄弟相煎，情人反目……大革命、日寇入侵、三年内战，白鹿原翻云覆雨，王旗变幻，家仇国恨交错缠结，冤冤相报代代不已。
文学,务虚笔记,史铁生,1719人点评,91.10%,2012年12月,史铁生的长篇小说。《务虚笔记》是史铁生半自传式的作品，由二十二个段落合成。《务虚笔记》叙述了上世纪50年代以来的社会嬗变带给残疾人C、画家Z、女教师O、诗人L、医生F、女导演N等一代人的影响。我们将默默地凝望，隔着咫尺空间，隔着浩瀚的时间，凝望生命的哀艳与无常、体味历史的丰饶与短暂。他抑或我、不动声色却黯然神伤。
